Date;Time;Common Name;Scientific Name;Flying;Sitting;Vessel;Cruise;Observers
2012/09/09;10:20:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;10:30:00;Petrel Soft-plumaged;Pterodroma mollis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;10:30:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;10:40:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;10:40:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;10:40:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;10:50:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;11:00:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;11:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;11:10:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;11:20:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;15:50:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:00:00;Petrel Soft-plumaged;Pterodroma mollis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:10:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:10:00;Petrel Northern Giant;Macronectes halli;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:10:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:40:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:50:00;Albatross Black-browed;Thalassarche melanophris;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:50:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;16:50:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;17:10:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;17:20:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;17:20:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;17:30:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;17:50:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;18:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;18:10:00;Petrel Great-winged;Pterodroma macroptera;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;18:10:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/09;18:20:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;11:10:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;11:20:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;11:20:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;11:30:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;14:25:00;Petrel Atlantic;Pterodroma incerta;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;14:25:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;14:35:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;14:45:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;16:20:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;16:30:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;16:30:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;16:40:00;Penguin Southern Rockhopper;Eudyptes chrysocome;0;1;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;16:40:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;16:50:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:00:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:10:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:20:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:20:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:30:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:30:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:40:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;17:50:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/10;18:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/11;17:20:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/11;17:30:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/09/11;17:40:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson / Heinz Ortmann
2012/10/06;09:15:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:25:00;Petrel Atlantic;Pterodroma incerta;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:25:00;Shearwater Great;Puffinus gravis;9;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:35:00;Shearwater Great;Puffinus gravis;4;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:35:00;Shearwater Sooty;Puffinus griseus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:45:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:45:00;Shearwater Great;Puffinus gravis;15;5;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:45:00;Skua Subantarctic;Catharacta antarctica;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:55:00;Shearwater Great;Puffinus gravis;7;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;09:55:00;Skua Subantarctic;Catharacta antarctica;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:05:00;Albatross Black-browed;Thalassarche melanophris;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:05:00;Shearwater Great;Puffinus gravis;8;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:15:00;Shearwater Great;Puffinus gravis;9;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:15:00;Shearwater Manx;Puffinus puffinus;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:25:00;Petrel Atlantic;Pterodroma incerta;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:25:00;Shearwater Great;Puffinus gravis;6;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:35:00;Shearwater Great;Puffinus gravis;4;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:35:00;Skua Subantarctic;Catharacta antarctica;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:45:00;Prion Broad-billed;Pachyptila vittata;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:45:00;Shearwater Great;Puffinus gravis;10;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:55:00;Penguin Unidentified;Genus Species;0;2;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;10:55:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:05:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:15:00;Penguin Southern Rockhopper;Eudyptes chrysocome;0;1;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:15:00;Petrel Southern Giant;Macronectes giganteus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:15:00;Shearwater Great;Puffinus gravis;10;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:25:00;Shearwater Great;Puffinus gravis;14;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:35:00;Shearwater Great;Puffinus gravis;9;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:45:00;Prion Broad-billed;Pachyptila vittata;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;11:45:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;12:50:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;13:00:00;Shearwater Great;Puffinus gravis;10;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;13:10:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;13:10:00;Shearwater Great;Puffinus gravis;4;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;13:20:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;13:40:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;13:40:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:15:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:15:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:25:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:25:00;Shearwater Great;Puffinus gravis;0;1;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:35:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:35:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:45:00;Petrel Great-winged;Pterodroma macroptera;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:45:00;Petrel Soft-plumaged;Pterodroma mollis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/06;17:45:00;Shearwater Great;Puffinus gravis;4;4;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;10:05:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;10:15:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;10:25:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;10:45:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;10:55:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;11:15:00;Shearwater Sooty;Puffinus griseus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;11:25:00;Shearwater Great;Puffinus gravis;7;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;11:35:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:05:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:15:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:25:00;Albatross Sooty;Phoebetria fusca;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:35:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:35:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:45:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:55:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;13:55:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;14:05:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;14:15:00;Skua Subantarctic;Catharacta antarctica;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;14:35:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;14:45:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;15:05:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/07;15:05:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;14:50:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;15:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;15:30:00;Shearwater Great;Puffinus gravis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;15:40:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:00:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:10:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:10:00;Shearwater Sooty;Puffinus griseus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:30:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:30:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:30:00;Storm-petrel Unidentified;;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:40:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/08;16:40:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:10:00;Albatross Sooty;Phoebetria fusca;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:20:00;Petrel Soft-plumaged;Pterodroma mollis;0;2;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:20:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:20:00;Shearwater Sooty;Puffinus griseus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:30:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:40:00;Petrel Soft-plumaged;Pterodroma mollis;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;10:50:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:00:00;Albatross Black-browed;Thalassarche melanophris;0;1;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:00:00;Petrel Great-winged;Pterodroma macroptera;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:00:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:00:00;Shearwater Sooty;Puffinus griseus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:10:00;Shearwater Great;Puffinus gravis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:10:00;Shearwater Sooty;Puffinus griseus;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:20:00;Albatross Sooty;Phoebetria fusca;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:20:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/09;17:20:00;Shearwater Sooty;Puffinus griseus;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:05:00;Petrel Great-winged;Pterodroma macroptera;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:05:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:15:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:15:00;Shearwater Great;Puffinus gravis;0;6;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:25:00;Petrel Great-winged;Pterodroma macroptera;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:25:00;Petrel Soft-plumaged;Pterodroma mollis;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:25:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:25:00;Storm-petrel Unidentified;;2;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:25:00;Tern Arctic;Sterna paradisaea;3;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:35:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:35:00;Tern Arctic;Sterna paradisaea;5;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:45:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
2012/10/10;14:45:00;Shearwater Great;Puffinus gravis;1;0;SA Agulhas II (RV);sa_agulhas_2_cape_town_2012_09_06;Dominic Rollinson
