Date;Time;Common Name;Scientific Name;Flying;Sitting;Vessel;Cruise;Observers
2009/10/03;08:20:00;Shearwater Wedge-tailed;Puffinus pacificus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;10:50:00;Petrel Southern Giant;Macronectes giganteus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;13:00:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;13:50:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;14:40:00;Shearwater Sooty;Puffinus griseus;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;15:30:00;Shearwater Sooty;Puffinus griseus;4;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;15:30:00;Storm-Petrel White-bellied;Fregetta grallaria;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/04;17:10:00;Shearwater Sooty;Puffinus griseus;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/05;09:10:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/05;09:10:00;Shearwater Sooty;Puffinus griseus;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/05;09:10:00;Storm-Petrel White-bellied;Fregetta grallaria;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/05;10:50:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/05;10:50:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/05;15:30:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/06;08:20:00;Shearwater Flesh-footed;Puffinus carneipes;0;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/06;08:20:00;Shearwater Wedge-tailed;Puffinus pacificus;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/06;13:50:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/07;06:50:00;Shearwater Flesh-footed;Puffinus carneipes;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/07;06:50:00;Storm-Petrel White-bellied;Fregetta grallaria;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/07;13:00:00;Storm-Petrel White-bellied;Fregetta grallaria;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/07;15:30:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/08;06:50:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/08;10:50:00;Shearwater Wedge-tailed;Puffinus pacificus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/08;13:00:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/08;14:40:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/09;10:00:00;Shearwater Wedge-tailed;Puffinus pacificus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/09;14:40:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/09;15:30:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/09;16:20:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/09;16:20:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/09;17:10:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;06:00:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;06:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;06:00:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;08:20:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;09:10:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;09:10:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;09:10:00;Shearwater Wedge-tailed;Puffinus pacificus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;10:00:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;10:50:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;10:50:00;Shearwater Wedge-tailed;Puffinus pacificus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;13:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;14:40:00;Albatross Shy;Diomedia cauta;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;15:30:00;Storm-Petrel White-bellied;Fregetta grallaria;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;16:10:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;16:10:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;16:10:00;Storm-Petrel Black-bellied;Fregetta tropica;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;17:10:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/10;17:10:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;06:00:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;06:50:00;Gannet Cape;Morus capensis;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;06:50:00;Skua Subantarctic;Catharacta antarctica;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;08:20:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;08:20:00;Tern Lesser Crested;Thalasseus bengalensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;09:10:00;Tern Lesser Crested;Thalasseus bengalensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;10:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;10:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;10:50:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;13:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;13:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;13:50:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;14:40:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;16:20:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/11;17:10:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;06:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;06:00:00;Shearwater Wedge-tailed;Puffinus pacificus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;08:20:00;Albatross Indian Yellow-nosed;Thalassarche carteri;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;08:20:00;Gannet Cape;Morus capensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;10:50:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;13:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;13:00:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;13:00:00;Tern Sooty;Onychoprion fuscatus;50;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;14:40:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;14:40:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/12;17:10:00;Tern Sooty;Onychoprion fuscatus;4;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;06:50:00;Gannet Cape;Morus capensis;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;08:20:00;Gannet Cape;Morus capensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;08:20:00;Tern Lesser Crested;Thalasseus bengalensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;09:10:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;10:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;10:50:00;Gannet Cape;Morus capensis;6;9;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;10:50:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;10:50:00;Tern Lesser Crested;Thalasseus bengalensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;13:00:00;Petrel Soft-plumaged;Pterodroma mollis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;13:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;13:50:00;Gannet Cape;Morus capensis;6;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;15:05:00;Gannet Cape;Morus capensis;31;5;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;15:05:00;Skua Subantarctic;Catharacta antarctica;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;15:30:00;Gannet Cape;Morus capensis;12;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;16:20:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;16:20:00;Gannet Cape;Morus capensis;28;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;17:10:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/13;17:10:00;Gannet Cape;Morus capensis;13;7;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;06:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;06:00:00;Gannet Cape;Morus capensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;06:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;08:20:00;Gannet Cape;Morus capensis;27;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;09:10:00;Albatross Indian Yellow-nosed;Thalassarche carteri;6;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;09:10:00;Gannet Cape;Morus capensis;9;12;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;10:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;8;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;10:00:00;Gannet Cape;Morus capensis;8;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;10:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;13:00:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;13:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;13:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;14:40:00;Gannet Cape;Morus capensis;16;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;14:40:00;Tern Lesser Crested;Thalasseus bengalensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;15:30:00;Gannet Cape;Morus capensis;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;16:20:00;Gannet Cape;Morus capensis;8;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;17:10:00;Albatross Atlantic Yellow-nosed;Thalassarche chlororhynchos;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;17:10:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;17:10:00;Gannet Cape;Morus capensis;4;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/14;17:10:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;06:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;06:00:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;06:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;06:50:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;06:50:00;Storm-Petrel Leach's;Oceanodroma leucorhoa;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;08:20:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;09:10:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;10:00:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;10:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;10:00:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;10:00:00;Storm-Petrel Leach's;Oceanodroma leucorhoa;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;10:50:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;13:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;13:00:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;13:00:00;Petrel Northern Giant;Macronectes halli;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;13:50:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;14:40:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;14:40:00;Storm-Petrel Black-bellied;Fregetta tropica;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;15:30:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;15:30:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;15:30:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;15:30:00;Storm-Petrel Black-bellied;Fregetta tropica;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;15:30:00;Storm-Petrel White-bellied;Fregetta grallaria;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;16:20:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;16:20:00;Gannet Cape;Morus capensis;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;16:20:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;17:10:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;17:10:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/15;17:10:00;Storm-Petrel Black-bellied;Fregetta tropica;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;06:00:00;Gannet Cape;Morus capensis;20;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;06:00:00;Petrel Spectacled;Procellaria conspicillata;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;06:50:00;Gannet Cape;Morus capensis;5;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;08:20:00;Albatross Black-browed;Thalassarche melanophris;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;08:20:00;Gannet Cape;Morus capensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;08:20:00;Petrel Great-winged;Pterodroma macroptera;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;08:20:00;Shearwater Sooty;Puffinus griseus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;09:10:00;Gannet Cape;Morus capensis;0;6;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;10:00:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;10:00:00;Albatross Grey-headed;Thalassarche chrysostoma;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;10:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;10:00:00;Gannet Cape;Morus capensis;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;10:00:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;10:50:00;Gannet Cape;Morus capensis;10;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;13:00:00;Gannet Cape;Morus capensis;9;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;13:00:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;13:50:00;Gannet Cape;Morus capensis;43;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;14:40:00;Gannet Cape;Morus capensis;47;5;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;14:40:00;Penguin African;Spheniscus demersus;0;25;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;14:40:00;Tern Arctic;Sterna paradisaea;3;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;14:40:00;Tern Sandwich;Thalasseus sandvicensis;5;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;15:30:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;15:30:00;Petrel Southern Giant;Macronectes giganteus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;16:20:00;Gannet Cape;Morus capensis;5;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/16;17:10:00;Gannet Cape;Morus capensis;8;2;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;08:20:00;Gannet Cape;Morus capensis;4;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;09:10:00;Gannet Cape;Morus capensis;5;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;09:10:00;Penguin African;Spheniscus demersus;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;10:00:00;Gannet Cape;Morus capensis;64;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;10:50:00;Gannet Cape;Morus capensis;7;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;13:00:00;Gannet Cape;Morus capensis;0;10;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;13:50:00;Gannet Cape;Morus capensis;8;4;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;13:50:00;Gull Sabine's;Xema sabini;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;13:50:00;Skua Subantarctic;Catharacta antarctica;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;14:40:00;Gannet Cape;Morus capensis;4;2;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;14:40:00;Petrel Great-winged;Pterodroma macroptera;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;14:40:00;Tern Arctic;Sterna paradisaea;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;14:40:00;Tern Sandwich;Thalasseus sandvicensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;15:30:00;Gannet Cape;Morus capensis;15;4;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;15:30:00;Tern Sandwich;Thalasseus sandvicensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;16:20:00;Albatross Black-browed;Thalassarche melanophris;7;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;16:20:00;Albatross Indian Yellow-nosed;Thalassarche carteri;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;16:20:00;Gannet Cape;Morus capensis;3;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/17;17:10:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/18;09:10:00;Gannet Cape;Morus capensis;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;08:20:00;Gannet Cape;Morus capensis;6;3;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;08:20:00;Penguin African;Spheniscus demersus;0;1;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;09:10:00;Gannet Cape;Morus capensis;5;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;10:00:00;Gannet Cape;Morus capensis;19;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;10:00:00;Gull Kelp;Larus dominicanus;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;10:50:00;Gannet Cape;Morus capensis;12;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;10:50:00;Gull Kelp;Larus dominicanus;7;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;13:00:00;Albatross Black-browed;Thalassarche melanophris;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;13:00:00;Albatross Indian Yellow-nosed;Thalassarche carteri;2;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;13:00:00;Storm-Petrel White-bellied;Fregetta grallaria;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
2009/10/20;13:50:00;Albatross Black-browed;Thalassarche melanophris;1;0;Algoa (RV);algoa_durban_2009_10_02;Peter Mather-Pike
